kepoi_name,koi_disposition,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg
K01198.02,CONFIRMED,10.30067919,2.2,1015.0,251.55,6157.0,4.224
K01198.03,CONFIRMED,35.6757453,3.02,671.0,47.96,6157.0,4.224
K00999.01,CONFIRMED,16.56806842,2.54,548.0,21.27,4987.0,4.602
K00999.02,CONFIRMED,47.3329299,2.18,386.0,5.25,4987.0,4.602
K01001.01,CONFIRMED,40.8065333,3.71,772.0,83.75,6207.0,3.963
K01069.02,CONFIRMED,2.46697039,1.56,1139.0,398.42,5074.0,4.474
K00141.01,CANDIDATE,2.624234833,5.11,1164.0,434.31,5340.0,4.514
K01070.01,CONFIRMED,6.61836309,2.98,1066.0,304.65,5529.0,4.19
K01070.02,CONFIRMED,107.7214092,4.75,421.0,7.39,5529.0,4.19
K01070.03,CANDIDATE,92.77779,1.92,410.0,6.7,5888.0,4.444
K00148.02,CONFIRMED,9.673958488,2.63,736.0,69.42,5192.0,4.489
K01203.02,CONFIRMED,14.12847677,2.73,739.0,70.5,5779.0,4.477
K01203.03,CONFIRMED,48.6478543,4.14,489.0,13.57,5779.0,4.477
K01204.01,CONFIRMED,8.39842977,2.0,984.0,221.66,6309.0,4.441
K01205.01,CONFIRMED,8.63847391,5.99,1419.0,958.35,5684.0,3.657
K01206.01,CANDIDATE,422.917678,5.89,292.0,1.73,5796.0,4.12
K01001.02,CONFIRMED,140.10765,3.42,511.0,16.17,6207.0,3.963
K01002.01,CONFIRMED,3.4815917,1.17,1156.0,421.61,5405.0,4.374
K01005.01,CONFIRMED,35.61760233,5.17,456.0,10.19,5123.0,4.523
K01072.01,CONFIRMED,10.12805158,1.95,767.0,81.77,5676.0,4.548
K01074.01,CONFIRMED,3.770551475,12.05,1302.0,679.75,6322.0,4.426
K01141.01,CONFIRMED,5.72812616,1.38,569.0,24.74,3968.0,4.714
K01142.01,CONFIRMED,3.75574267,1.58,977.0,215.46,5311.0,4.588
K00941.01,CONFIRMED,6.581477136,4.56,881.0,142.63,5188.0,4.4
K00129.01,CONFIRMED,24.66919273,77.76,1485.0,1150.61,5313.0,2.936
K00941.02,CONFIRMED,2.382652873,2.74,1237.0,553.53,5188.0,4.4
K00941.03,CONFIRMED,24.66461416,5.34,567.0,24.53,5188.0,4.4
K00942.01,CONFIRMED,11.51517167,2.9,657.0,43.96,5177.0,4.59
K00137.01,CONFIRMED,7.641567589,4.91,899.0,154.25,5356.0,4.338
K01007.01,CONFIRMED,7.40742502,2.01,938.0,183.15,5922.0,4.474
K00142.01,CONFIRMED,10.91610834,3.93,758.0,78.19,5575.0,4.521
K01078.01,CONFIRMED,3.353732008,1.65,615.0,33.76,3789.0,4.781
K01078.02,CONFIRMED,6.877446033,2.05,484.0,12.95,3789.0,4.781
K01078.03,CONFIRMED,28.46464804,1.87,301.0,1.95,3789.0,4.781
K00148.03,CONFIRMED,42.89645024,2.0,448.0,9.54,5192.0,4.489
K01145.01,CANDIDATE,30.5872153,2.32,621.0,35.08,5944.0,4.38
K01146.01,CONFIRMED,7.09712124,0.74,425.0,7.73,3569.0,4.861
K00943.01,CONFIRMED,3.601465336,2.31,996.0,232.65,5052.0,4.48
K00945.01,CONFIRMED,25.8474958,2.4,672.0,48.23,6297.0,4.448
K00945.02,CONFIRMED,40.715561,2.7,578.0,26.34,6297.0,4.448
K01014.01,CONFIRMED,17.31711739,2.04,454.0,10.07,4719.0,4.753
K01015.01,CONFIRMED,9.42889884,4.39,1163.0,432.9,5897.0,3.98
K01081.01,CANDIDATE,9.95639775,28.15,905.0,158.42,6161.0,4.454
K01082.01,CANDIDATE,6.50327035,1.67,804.0,98.81,4999.0,4.49
K01082.02,CANDIDATE,4.09667624,1.42,938.0,182.9,4999.0,4.49
K01082.03,CONFIRMED,1.196548464,1.25,1414.0,945.12,4999.0,4.49
K01148.01,CONFIRMED,11.47609015,2.07,984.0,221.34,6071.0,4.202
K01148.02,CONFIRMED,25.2630467,1.71,756.0,77.24,6071.0,4.202
K01150.01,CONFIRMED,0.677374687,0.9,2099.0,4572.56,5718.0,4.395
K01151.01,CONFIRMED,10.43547031,1.22,759.0,78.35,5528.0,4.499
K01151.02,CONFIRMED,7.41084314,0.94,850.0,123.4,5528.0,4.499
K00947.01,CONFIRMED,28.59914031,1.83,298.0,1.87,3755.0,4.781
K00948.01,CONFIRMED,24.58716355,2.37,530.0,18.72,5474.0,4.605
K00949.01,CONFIRMED,12.53248222,3.24,775.0,85.15,5997.0,4.522
K00950.01,CANDIDATE,31.20169247,8.31,286.0,1.59,3748.0,4.796
K00951.01,CONFIRMED,13.19720694,4.18,642.0,40.03,4954.0,4.462
K00137.02,CONFIRMED,14.85890852,5.94,720.0,63.52,5356.0,4.338
K01015.02,CONFIRMED,4.08897299,2.36,1537.0,1317.96,5897.0,3.98
K01017.01,CONFIRMED,17.44486016,3.24,679.0,50.32,5568.0,4.413
K01083.01,CONFIRMED,7.33685101,1.52,875.0,138.46,5795.0,4.554
K01085.01,CANDIDATE,7.71790675,0.9,502.0,15.01,3975.0,4.753
K01086.01,CONFIRMED,27.6652847,2.21,641.0,39.94,6036.0,4.396
K00149.01,CONFIRMED,14.55730897,4.32,879.0,141.0,5774.0,4.159
K01154.01,CANDIDATE,6.810823723,26.06,1626.0,1656.16,7226.0,3.967
K00951.02,CONFIRMED,33.6528474,3.05,470.0,11.5,4954.0,4.462
K00952.01,CONFIRMED,5.90127815,1.94,514.0,16.54,3731.0,4.75
K00952.02,CONFIRMED,8.75209691,1.83,451.0,9.76,3731.0,4.75
K00952.03,CONFIRMED,22.78078241,2.17,328.0,2.73,3731.0,4.75
K00952.04,CONFIRMED,2.896005211,1.23,652.0,42.53,3731.0,4.75
K00952.05,CONFIRMED,0.742957911,1.47,1026.0,262.51,3731.0,4.75
K01022.01,CONFIRMED,18.82744023,2.7,632.0,37.82,5687.0,4.538
K01024.01,CONFIRMED,5.747711909,1.86,641.0,40.07,4252.0,4.64
K00137.03,CONFIRMED,3.504691252,2.03,1165.0,435.21,5356.0,4.338
K01089.01,CONFIRMED,86.67856052,9.83,434.0,8.41,5822.0,4.351
K01089.02,CANDIDATE,12.21828097,5.1,835.0,114.59,5822.0,4.351
K01159.01,CANDIDATE,64.617518,5.4,383.0,5.09,5043.0,4.47
K01160.01,CONFIRMED,13.21409607,2.77,629.0,36.95,5333.0,4.62
K01161.01,CONFIRMED,6.05729966,1.94,947.0,189.98,5334.0,4.372
K00953.01,CONFIRMED,3.584101048,4.66,1131.0,386.66,5739.0,4.518
K00013.01,CONFIRMED,1.763587535,21.42,3559.0,37958.27,9107.0,3.867
K00131.01,CONFIRMED,5.014234733,10.63,1308.0,692.13,6490.0,4.32
K00954.01,CONFIRMED,8.11528727,3.1,879.0,140.92,5926.0,4.532
K00954.02,CONFIRMED,36.9250409,3.01,530.0,18.7,5926.0,4.532
K01029.01,CANDIDATE,32.3122867,4.84,699.0,56.49,5821.0,4.108
K01030.01,CANDIDATE,9.22961384,2.79,1021.0,257.11,6320.0,4.347
K01031.01,CONFIRMED,14.5598556,1.64,758.0,78.26,5959.0,4.46
K00144.01,CONFIRMED,4.176254191,3.07,876.0,139.48,4957.0,4.594
K01094.01,CONFIRMED,6.10027621,2.59,990.0,227.15,5957.0,4.506
K01095.01,CANDIDATE,51.59809554,6.57,449.0,9.61,5681.0,4.551
K01096.01,CANDIDATE,1500.0,9.8,139.0,0.09,5606.0,4.597
K00150.01,CONFIRMED,8.408878137,2.28,809.0,101.22,5551.0,4.508
K01161.02,CONFIRMED,10.93725572,2.41,777.0,86.28,5334.0,4.372
K01161.03,CONFIRMED,2.97136658,1.52,1200.0,490.13,5334.0,4.372
K01162.01,CONFIRMED,158.6850022,3.08,350.0,3.53,5751.0,4.34
K01163.01,CONFIRMED,2.936527336,1.92,1209.0,505.22,5359.0,4.375
K00955.01,CONFIRMED,7.03902016,2.45,1051.0,288.92,6321.0,4.434
K00956.01,CONFIRMED,8.360870704,3.67,690.0,53.68,4743.0,4.516
K00958.01,CANDIDATE,21.76129812,2.53,486.0,13.18,4859.0,4.612
K01032.01,CANDIDATE,1500.140677,18.35,206.0,0.42,5009.0,3.755
K01099.01,CONFIRMED,161.5278347,8.19,366.0,4.25,5778.0,4.285
K01101.01,CONFIRMED,11.39102358,1.67,618.0,34.55,4983.0,4.617
K01102.01,CONFIRMED,12.33343853,4.12,915.0,165.3,5896.0,4.197
K01163.02,CONFIRMED,8.01500821,2.0,865.0,132.46,5359.0,4.375
K01165.01,CONFIRMED,7.053934488,2.36,840.0,117.33,5357.0,4.498
K01165.02,CONFIRMED,4.29263699,0.68,991.0,227.69,5357.0,4.498
K01166.01,CANDIDATE,7.6746614,2.8,957.0,198.67,6063.0,4.47
K00961.01,CONFIRMED,1.213770423,0.78,525.0,18.03,3292.0,5.215
K00961.02,CONFIRMED,0.453287416,0.76,729.0,66.14,3292.0,5.215
K00961.03,CONFIRMED,1.865114193,0.66,455.0,10.1,3292.0,5.215
K01360.01,CONFIRMED,36.7704935,2.83,437.0,8.6,5142.0,4.602
K01360.02,CONFIRMED,14.58932429,2.32,594.0,29.53,5142.0,4.602
K01360.03,CANDIDATE,0.764017553,0.86,1589.0,1503.79,5142.0,4.602
K01361.01,CONFIRMED,59.8780258,2.19,273.0,1.31,4016.0,4.658
K01362.01,CANDIDATE,20.51360192,2.58,540.0,20.15,5310.0,4.608
K01426.02,CONFIRMED,74.92768653,6.39,409.0,6.62,5618.0,4.46
K01426.03,CANDIDATE,150.0189511,32.6,325.0,2.62,5618.0,4.46
K01427.01,CONFIRMED,2.613020421,1.5,713.0,61.24,3883.0,4.725
K01428.01,CONFIRMED,0.927859786,1.79,1361.0,813.3,4815.0,4.631
K01429.01,CANDIDATE,205.912735,4.68,298.0,1.85,5644.0,4.457
K00168.03,CONFIRMED,7.10695741,1.72,1157.0,422.8,5761.0,4.091
K01239.01,CANDIDATE,0.783276173,1.98,2149.0,5056.88,5640.0,4.247
K01239.02,CANDIDATE,3.17405898,2.09,1348.0,780.46,5640.0,4.247
K01240.01,CONFIRMED,2.1395563,1.76,1425.0,974.3,5534.0,4.338
K01240.02,CONFIRMED,4.807103254,2.96,1088.0,330.84,5534.0,4.338
K01241.01,CONFIRMED,21.4054422,11.64,1087.0,330.0,4838.0,3.299
K01241.02,CONFIRMED,10.5007712,5.68,1378.0,852.28,4838.0,3.299
K01305.01,CONFIRMED,2.633852528,1.38,1131.0,387.43,5114.0,4.463
K01305.02,CONFIRMED,6.18670882,1.21,851.0,123.96,5114.0,4.463
K01306.01,CONFIRMED,1.796320953,1.2,1367.0,827.82,5576.0,4.503
K01306.02,CONFIRMED,3.468073,1.29,1098.0,343.57,5576.0,4.503
K01306.03,CONFIRMED,5.9142668,1.31,919.0,168.51,5576.0,4.503
K00162.01,CONFIRMED,14.00640392,3.11,807.0,100.09,5788.0,4.323
K01363.01,CONFIRMED,3.546531809,2.18,1212.0,510.26,5993.0,4.489
K01363.02,CONFIRMED,5.70070626,2.03,1035.0,270.62,5993.0,4.489
K01364.01,CONFIRMED,20.8341497,2.26,563.0,23.82,5296.0,4.538
K01364.02,CONFIRMED,7.0556584,2.13,808.0,100.88,5296.0,4.538
K01430.01,CONFIRMED,10.47548084,2.11,540.0,20.15,4463.0,4.677
K01430.02,CONFIRMED,22.92886314,2.08,416.0,7.09,4463.0,4.677
K01430.03,CONFIRMED,77.4740991,2.63,277.0,1.4,4463.0,4.677
K01431.01,CANDIDATE,345.1589354,7.79,241.0,0.8,5597.0,4.515
K01432.01,CONFIRMED,6.88595222,2.68,946.0,189.35,5616.0,4.394
K01242.01,CANDIDATE,99.6442783,8.48,415.0,6.98,6102.0,4.447
K00155.01,CONFIRMED,5.660669429,3.24,1115.0,365.53,5746.0,4.266
K01245.01,CONFIRMED,13.71938426,1.98,864.0,131.94,6387.0,4.41
K01306.04,CONFIRMED,29.2214959,1.81,539.0,20.03,5576.0,4.503
K01307.01,CONFIRMED,44.8520997,3.35,513.0,16.35,5514.0,4.345
K01307.02,CONFIRMED,20.34237838,2.88,667.0,46.93,5514.0,4.345
K00157.05,CONFIRMED,118.3786735,3.4,376.0,4.75,5657.0,4.364
K01308.01,CONFIRMED,23.58444746,3.0,730.0,66.96,5655.0,4.152
K01364.03,CONFIRMED,11.97884409,2.11,678.0,49.87,5296.0,4.538
K01364.04,CONFIRMED,3.71545593,1.46,1001.0,237.42,5296.0,4.538
K01364.05,CONFIRMED,2.58083264,1.31,1130.0,386.18,5296.0,4.538
K01366.01,CONFIRMED,19.25404023,3.04,657.0,44.17,5798.0,4.507
K01432.02,CONFIRMED,15.0549356,1.6,729.0,66.72,5616.0,4.394
K01432.03,CONFIRMED,2.92721119,1.29,1258.0,593.23,5616.0,4.394
K01432.04,CONFIRMED,38.2856338,1.77,534.0,19.24,5616.0,4.394
K01433.01,CONFIRMED,19.80787763,2.08,624.0,35.89,5775.0,4.558
K01434.01,CONFIRMED,2.343230566,1.18,1054.0,292.31,4798.0,4.533
K01246.01,CANDIDATE,19.03723442,5.74,1051.0,288.04,5248.0,3.523
K01251.01,CANDIDATE,0.576078683,23.23,1982.0,3647.63,5693.0,4.57
K01309.01,CONFIRMED,10.1171684,3.07,1163.0,433.41,6306.0,4.077
K01310.01,CONFIRMED,19.12947603,4.23,817.0,105.25,5372.0,4.007
K01311.01,CONFIRMED,83.5781976,6.63,655.0,43.62,6056.0,3.788
K01312.01,CONFIRMED,6.1469956,2.04,1164.0,433.72,6110.0,4.285
K01366.02,CONFIRMED,54.1558384,3.88,466.0,11.12,5798.0,4.507
K00018.01,CONFIRMED,3.548465446,14.92,1640.0,1708.28,6290.0,4.074
K00163.01,CONFIRMED,11.1199028,2.08,649.0,42.07,5078.0,4.581
K01367.01,CONFIRMED,0.567856484,1.55,1848.0,2760.23,5073.0,4.483
K01435.01,CONFIRMED,40.7150498,2.2,516.0,16.76,5968.0,4.534
K01435.02,CONFIRMED,10.44635944,2.18,812.0,102.77,5968.0,4.534
K01436.01,CONFIRMED,2.508553286,1.28,1278.0,629.8,5814.0,4.523
K01436.02,CONFIRMED,13.75129636,1.66,725.0,65.24,5814.0,4.523
K00156.01,CONFIRMED,8.041347775,1.29,507.0,15.59,3980.0,4.722
K01255.01,CANDIDATE,78.9257421,11.9,398.0,5.94,5750.0,4.538
K01314.01,CONFIRMED,8.57504983,4.26,1374.0,841.68,4986.0,3.462
K01315.01,CANDIDATE,6.84639884,1.9,1132.0,387.84,6065.0,4.251
K01316.01,CANDIDATE,7.64970832,1.43,1144.0,404.99,5855.0,4.125
K00157.06,CONFIRMED,10.30401132,1.84,849.0,122.98,5657.0,4.364
K01369.01,CANDIDATE,3.016182013,2.25,1449.0,1044.49,5611.0,4.144
K01370.01,CONFIRMED,6.8833761,1.69,857.0,127.67,5679.0,4.581
K01436.03,CONFIRMED,5.41908491,1.38,989.0,225.71,5814.0,4.523
K01437.01,CANDIDATE,7.01733571,1.61,984.0,221.46,6052.0,4.456
K01438.01,CONFIRMED,6.91134223,1.9,1086.0,328.65,5685.0,4.194
K01439.01,CONFIRMED,394.6249514,7.79,325.0,2.65,5910.0,4.03
K01440.01,CONFIRMED,7.19304935,1.59,995.0,232.36,6185.0,4.472
K01257.01,CONFIRMED,86.64764448,9.4,419.0,7.28,5522.0,4.323
K01258.01,CONFIRMED,36.33750453,5.3,513.0,16.36,5717.0,4.538
K01258.02,CONFIRMED,14.64613058,2.22,694.0,54.95,5717.0,4.538
K01258.03,CANDIDATE,148.272013,4.3,321.0,2.51,5717.0,4.538
K01320.01,CONFIRMED,10.50682978,9.01,668.0,47.21,5127.0,4.589
K01375.01,CANDIDATE,321.2124365,7.25,310.0,2.17,6018.0,4.257
K01377.01,CONFIRMED,11.29689442,1.74,907.0,160.18,6096.0,4.358
K00171.01,CONFIRMED,5.968724048,3.26,1251.0,579.9,6122.0,4.173
K01450.01,CONFIRMED,2.144632238,59.19,1736.0,2146.82,6296.0,4.24
K01261.01,CONFIRMED,133.460999,11.21,433.0,8.29,5588.0,4.047
K00156.02,CONFIRMED,5.188563677,1.0,586.0,27.95,3980.0,4.722
K01261.02,CANDIDATE,15.19423359,3.69,893.0,150.25,5588.0,4.047
K01323.01,CONFIRMED,3.990105908,7.45,1124.0,378.53,5926.0,4.519
K01325.01,CONFIRMED,10.03538181,4.42,786.0,90.33,5813.0,4.561
K01379.01,CONFIRMED,5.62154315,1.37,992.0,229.04,5637.0,4.439
K01441.01,CONFIRMED,8.50698069,1.9,900.0,155.42,5822.0,4.428
K01442.01,CONFIRMED,0.669310092,1.13,1983.0,3643.96,5475.0,4.426
K01444.01,CONFIRMED,44.9306706,2.49,565.0,24.17,6121.0,4.397
K01264.01,CONFIRMED,14.13175309,3.02,675.0,49.18,5616.0,4.564
K01266.01,CONFIRMED,11.41926141,1.48,419.0,7.32,3823.0,4.765
K01268.01,CANDIDATE,268.9410974,13.57,321.0,2.52,5798.0,4.224
K01328.01,CANDIDATE,80.9669561,5.04,364.0,4.14,5611.0,4.61
K01329.01,CONFIRMED,33.1996355,2.85,485.0,13.09,5102.0,4.463
K01331.01,CANDIDATE,6.80082032,1.88,697.0,55.83,4805.0,4.633
K01332.01,CONFIRMED,19.30581662,4.0,815.0,104.41,5661.0,4.09
K00165.01,CONFIRMED,13.22175358,2.38,640.0,39.56,5211.0,4.556
K01445.01,CONFIRMED,7.16893064,1.61,1187.0,469.56,6221.0,4.198
K01445.02,CANDIDATE,54.325574,0.76,545.0,20.85,6343.0,4.411
K01270.01,CONFIRMED,5.729317577,2.41,850.0,123.03,5320.0,4.589
K00156.03,CONFIRMED,11.77613232,2.08,446.0,9.37,3980.0,4.722
K01270.02,CONFIRMED,11.60908533,1.71,671.0,48.06,5320.0,4.589
K01271.01,CANDIDATE,162.0479502,11.52,437.0,8.65,6309.0,4.16
K01273.01,CONFIRMED,40.05881661,3.43,489.0,13.57,5668.0,4.545
K01332.02,CONFIRMED,6.09747233,2.22,1197.0,485.84,5661.0,4.09
K01332.03,CONFIRMED,56.637918,3.68,570.0,24.87,5661.0,4.09
K00159.01,CONFIRMED,8.99088621,2.78,960.0,200.35,5881.0,4.315
K01393.01,CANDIDATE,1.694740233,2.12,797.0,95.14,3764.0,4.739
K01455.01,CANDIDATE,15.06806077,16.43,742.0,71.78,5982.0,4.493
K01456.01,CONFIRMED,7.886632468,8.99,996.0,232.07,5847.0,4.304
K01457.01,CONFIRMED,8.027681123,8.43,824.0,109.35,5569.0,4.546
K01274.01,CONFIRMED,704.962626,4.53,178.0,0.24,5305.0,4.489
K01275.01,CONFIRMED,50.28635977,3.88,543.0,20.59,5900.0,4.309
K01276.01,CANDIDATE,22.79020351,2.57,634.0,38.27,5478.0,4.354
K01276.02,CANDIDATE,13.26079792,1.47,760.0,78.79,5478.0,4.354
K01335.01,CONFIRMED,127.8334997,9.46,554.0,22.21,6505.0,3.973
K01336.01,CONFIRMED,10.21864532,2.33,920.0,169.13,6100.0,4.376
K01336.02,CONFIRMED,15.573637,2.94,799.0,96.38,6100.0,4.376
K01336.03,CONFIRMED,40.1015561,2.92,583.0,27.31,6100.0,4.376
K01336.04,CANDIDATE,4.45814897,1.61,1212.0,511.6,6100.0,4.376
K01395.01,CANDIDATE,6.230335,3.7,875.0,138.33,5477.0,4.557
K00166.01,CONFIRMED,12.49340725,2.2,649.0,42.08,5207.0,4.561
K01396.01,CONFIRMED,6.62643441,2.54,895.0,151.59,5616.0,4.529
K01396.02,CONFIRMED,3.70122061,1.62,1087.0,330.02,5616.0,4.529
K01397.01,CANDIDATE,6.247030799,1.89,512.0,16.23,3821.0,4.764
K01207.01,CONFIRMED,13.73474071,2.71,634.0,38.11,5196.0,4.524
K01208.01,CANDIDATE,700.0029822,6.43,238.0,0.76,6487.0,4.397
K01209.01,CANDIDATE,272.0868353,5.95,251.0,0.93,5587.0,4.548
K01210.01,CONFIRMED,14.55387488,3.45,939.0,183.48,6143.0,4.177
K00152.04,CONFIRMED,81.0637895,3.01,511.0,16.12,6198.0,4.237
K01278.01,CONFIRMED,24.8056775,2.16,588.0,28.22,5600.0,4.455
K00157.01,CONFIRMED,13.02493307,2.88,786.0,90.1,5657.0,4.364
K01278.02,CONFIRMED,44.3471936,2.45,484.0,13.0,5600.0,4.455
K01278.03,CONFIRMED,9.2207691,1.02,817.0,105.63,5600.0,4.455
K01278.04,CONFIRMED,13.6396648,1.1,717.0,62.6,5600.0,4.455
K01337.01,CONFIRMED,1.922799706,1.28,1215.0,514.44,5194.0,4.559
K01338.01,CONFIRMED,3.222975318,1.47,1239.0,558.65,5823.0,4.427
K01338.02,CANDIDATE,42.0370662,1.66,527.0,18.16,5823.0,4.427
K01338.03,CANDIDATE,21.0112068,1.4,663.0,45.79,5823.0,4.427
K01339.01,CONFIRMED,4.16811839,2.28,1277.0,628.73,5689.0,4.202
K01398.01,CANDIDATE,5.82348911,3.0,955.0,196.33,5774.0,4.526
K01399.01,CANDIDATE,8.75059775,2.27,682.0,51.0,4942.0,4.599
K01402.01,CONFIRMED,7.13969705,2.24,965.0,205.23,6014.0,4.486
K01403.01,CONFIRMED,18.75470238,1.67,382.0,5.03,3976.0,4.721
K01212.01,CONFIRMED,11.30123036,1.85,852.0,124.42,5730.0,4.34
K01214.01,CONFIRMED,4.24153629,1.44,1177.0,452.95,5776.0,4.34
K01215.01,CONFIRMED,17.32419108,3.14,964.0,204.1,5968.0,3.972
K01279.01,CONFIRMED,14.37457572,1.94,779.0,87.24,5768.0,4.358
K01279.02,CONFIRMED,9.65188331,1.08,890.0,148.32,5768.0,4.358
K01281.01,CANDIDATE,49.4781446,1.88,462.0,10.73,5776.0,4.554
K01282.01,CONFIRMED,30.8639476,3.01,743.0,72.05,5977.0,4.08
K00159.02,CONFIRMED,2.403640701,1.24,1489.0,1164.85,5881.0,4.315
K01341.01,CONFIRMED,4.51436096,1.84,1231.0,543.73,5940.0,4.306
K01342.01,CONFIRMED,3.77359871,1.29,1270.0,614.52,6224.0,4.404
K01342.02,CONFIRMED,8.18182189,1.77,981.0,218.9,6224.0,4.404
K01404.01,CONFIRMED,13.32389352,1.26,378.0,4.83,3751.0,4.813
K00167.01,CONFIRMED,4.919584997,2.86,1312.0,702.13,6236.0,4.246
K01405.01,CONFIRMED,11.41911886,3.32,921.0,170.33,6311.0,4.398
K01406.01,CONFIRMED,11.36113254,2.6,869.0,134.97,6244.0,4.46
K01408.01,CANDIDATE,14.53410833,1.36,420.0,7.34,3957.0,4.693
K01215.02,CONFIRMED,33.0063185,3.13,778.0,86.38,5968.0,3.972
K01216.01,CONFIRMED,11.13127159,2.06,952.0,194.31,5800.0,4.202
K01218.01,CONFIRMED,29.6193891,1.74,580.0,26.79,5618.0,4.401
K00153.01,CONFIRMED,8.925079516,2.36,628.0,36.89,4728.0,4.628
K01283.01,CONFIRMED,8.0922105,1.44,1089.0,331.65,5774.0,4.106
K00157.02,CONFIRMED,22.687155,3.2,653.0,42.95,5657.0,4.364
K01344.01,CONFIRMED,4.48758768,1.37,1305.0,684.07,6060.0,4.227
K01409.01,CONFIRMED,16.56062577,2.94,701.0,57.28,5818.0,4.436
K01410.01,CONFIRMED,15.74958583,2.77,777.0,86.18,6191.0,4.454
K01412.01,CONFIRMED,37.8145252,3.04,626.0,36.25,5988.0,4.278
K01413.01,CONFIRMED,12.64504291,1.55,741.0,71.28,5607.0,4.447
K01413.02,CONFIRMED,21.5262958,1.36,621.0,35.03,5607.0,4.447
K01413.03,CONFIRMED,33.8845825,1.74,533.0,19.13,5607.0,4.447
K01220.01,CONFIRMED,6.40087137,1.91,1109.0,357.44,5426.0,4.107
K01221.01,CONFIRMED,30.1599411,4.54,836.0,115.69,5010.0,3.62
K01221.02,CONFIRMED,51.0771048,3.66,702.0,57.28,5010.0,3.62
K01288.01,CONFIRMED,117.931108,10.36,418.0,7.2,6392.0,4.425
K01353.01,CONFIRMED,125.8654019,12.37,394.0,5.71,5933.0,4.342
K01353.02,CONFIRMED,34.5439452,2.67,607.0,32.02,5933.0,4.342
K00168.01,CONFIRMED,10.74241765,3.06,1008.0,243.94,5761.0,4.091
K01416.01,CONFIRMED,2.495780169,15.75,1408.0,929.47,6039.0,4.426
K01225.01,CANDIDATE,1.714274727,25.0,827.0,110.02,3874.0,4.715
K00153.02,CONFIRMED,4.75400072,2.0,775.0,85.23,4728.0,4.628
K00017.01,CONFIRMED,3.234699282,13.06,1356.0,797.62,5640.0,4.236
K00157.03,CONFIRMED,31.99552485,4.12,582.0,27.17,5657.0,4.364
K01355.01,CONFIRMED,51.92920654,8.49,574.0,25.6,5671.0,4.128
K01357.01,CANDIDATE,3.014330766,2.87,1124.0,377.79,5209.0,4.446
K01358.01,CANDIDATE,5.644914154,2.66,744.0,72.38,4769.0,4.622
K00161.01,CONFIRMED,3.105507835,2.68,980.0,217.91,4989.0,4.585
K01420.01,CANDIDATE,13.35151248,4.44,585.0,27.77,4843.0,4.562
K01421.01,CANDIDATE,1693.663623,10.23,157.0,0.14,5923.0,4.445
K01422.01,CONFIRMED,5.841636615,1.38,446.0,9.38,3526.0,4.866
K01422.02,CONFIRMED,19.85029495,1.52,297.0,1.83,3526.0,4.866
K00168.02,CONFIRMED,15.27443889,2.17,896.0,152.62,5761.0,4.091
K01298.01,CONFIRMED,11.00817635,2.15,488.0,13.39,4141.0,4.684
K01298.02,CONFIRMED,92.7495777,1.87,240.0,0.78,4141.0,4.684
K01299.01,CONFIRMED,52.5008645,12.41,812.0,102.94,4976.0,3.331
K01300.01,CONFIRMED,0.63133171,1.2,1322.0,726.72,4441.0,4.71
K01301.01,CONFIRMED,12.69905011,2.62,686.0,52.55,5291.0,4.489
K01358.02,CANDIDATE,8.74292005,1.92,643.0,40.33,4769.0,4.622
K01358.03,CANDIDATE,3.64830183,1.33,860.0,129.44,4769.0,4.622
K01358.04,CANDIDATE,2.345863002,1.23,997.0,233.38,4769.0,4.622
K01359.01,CANDIDATE,37.1011418,3.19,532.0,18.95,5986.0,4.527
K01359.02,CANDIDATE,104.8205868,6.45,376.0,4.74,5986.0,4.527
K01422.03,CONFIRMED,10.8644095,1.14,363.0,4.09,3526.0,4.866
K01423.01,CONFIRMED,124.4197175,10.3,416.0,7.07,5066.0,3.974
K01424.01,CONFIRMED,1.219568047,1.51,1252.0,578.96,4838.0,4.625
K01425.01,CONFIRMED,2.05388477,2.74,1523.0,1271.11,5632.0,4.282
K01426.01,CONFIRMED,38.86848956,2.81,509.0,15.89,5618.0,4.46
K01236.01,CONFIRMED,35.7353616,5.47,774.0,84.66,6366.0,4.045
K01236.02,CONFIRMED,12.30971679,3.82,1104.0,350.46,6366.0,4.045
K01236.03,CONFIRMED,54.4205407,3.2,574.0,25.6,6781.0,4.422
K01238.01,CONFIRMED,27.07237655,2.18,605.0,31.58,5936.0,4.501
K01301.02,CONFIRMED,37.5142128,2.68,478.0,12.38,5291.0,4.489
K01302.01,CONFIRMED,55.6391882,3.13,478.0,12.33,5949.0,4.493
K00157.04,CONFIRMED,46.6856205,2.52,513.0,16.41,5657.0,4.364
K01303.01,CANDIDATE,34.2966363,3.29,584.0,27.6,5490.0,4.263
K01304.01,CONFIRMED,4.59726613,1.69,1105.0,352.4,5999.0,4.494
K01602.01,CANDIDATE,9.97716876,2.53,1028.0,263.89,5557.0,4.037
K01603.01,CONFIRMED,3.02168007,1.31,1332.0,744.35,6201.0,4.472
K01713.02,CONFIRMED,2.240486703,1.22,837.0,115.98,4198.0,4.689
K01715.01,CANDIDATE,105.0145774,2.29,406.0,6.44,5868.0,4.363
K01716.01,CONFIRMED,4.88084456,1.55,879.0,141.0,4929.0,4.481
K01717.01,CONFIRMED,10.56137217,2.43,867.0,133.56,5610.0,4.316
